ResponseId,sample_1,weight_complete_only,weight_complete_partials,Finished,Enter,YearsWorked,NTEE_1,NTEE_2,NTEE_3,NTEE_4,NTEE_5,NTEE_6,NTEE_7,NTEE_8,NTEE_9,NTEE_10,NTEE_11,NTEE_12,NTEE_13,NTEE_14,NTEE_15,NTEE_16,NTEE_17,NTEE_18,NTEE_19,NTEE_20,NTEE_21,NTEE_22,NTEE_23,NTEE_24,NTEE_25,NTEE_26,NTEEconf,GeoAreas_1,GeoAreas_2,GeoAreas_3,GeoAreas_4,GeoAreas_5,GeoAreas_6,GeoAreas_7,GeoAreas_8,GeoAreas_9,RuralUrban_1,RuralUrban_2,RuralUrban_3,RuralUrban_4,ProgDem_1,ProgDem_2,ProgDem_3,ProgDem_4,ProgDem_5,ProgDem_6,ProgDem_7,ProgDem_8,ProgDem_9,ProgDem_10,ProgDem_11,ProgDem_12,ProgDem_13,ProgDem_14,ProgDem_15,ProgDem_16,ProgDem_17,ProgDem_18,ProgDem_19,ProgDem_20,ProgDem_21,PeopleServed_1_1_1,PeopleServed_1_2_1,PeopleServed_2_1_1,PeopleServed_2_2_1,PeopleServed_3_1_1,PeopleServed_3_2_1,MeetDemand,ProgLocations_1,ProgLocations_2,NLocations,LocChanges,Staff_1_1_1,Staff_1_2_1,Staff_1_3_1,Staff_1_4_1,Staff_1_5_1,Staff_1_6_1,Staff_1_7_1,Staff_2_1_1,Staff_2_2_1,Staff_2_3_1,Staff_2_4_1,Staff_2_5_1,Staff_2_6_1,Staff_2_7_1,Staff_3_1_1,Staff_3_2_1,Staff_3_3_1,Staff_3_4_1,Staff_3_5_1,Staff_3_6_1,Staff_3_7_1,Staff_4_1_1,Staff_4_2_1,Staff_4_3_1,Staff_4_4_1,Staff_4_5_1,Staff_4_6_1,Staff_4_7_1,VolImportance,DonImportance,FRpercents_1,FRpercents_2,FRmajgift_1,FRchanges_1_1,FRchanges_1_2,FRchanges_1_3,FRchanges_1_4,FRchanges_1_5,FRchanges_1_6,FRchanges_1_7,FRchanges_1_8,FRchanges_1_9,FRchanges_1_10,FRchanges_1_11,FRchanges_1_12,FRchanges_2_1,FRchanges_2_2,FRchanges_2_3,FRchanges_2_4,FRchanges_2_5,FRchanges_2_6,FRchanges_2_7,FRchanges_2_8,FRchanges_2_9,FRchanges_2_10,FRchanges_2_11,FRchanges_2_12,FY,Funding1_1_1_1,Funding1_1_2_1,Funding1_1_3_1,Funding1_1_4_1,Funding1_1_5_1,Funding1_1_6_1,Funding1_1_7_1,Funding1_1_8_1,Funding1_1_9_1,Funding1_1_10_1,Funding1_2_1_1,Funding1_2_2_1,Funding1_2_3_1,Funding1_2_4_1,Funding1_2_5_1,Funding1_2_6_1,Funding1_2_7_1,Funding1_2_8_1,Funding1_2_9_1,Funding1_2_10_1,Funding2_1_1_1,Funding2_1_2_1,Funding2_1_3_1,Funding2_1_4_1,Funding2_1_5_1,Funding2_1_6_1,Funding2_1_7_1,Funding2_1_8_1,Funding2_1_9_1,Funding2_1_10_1,Funding2_1_11_1,Funding2_1_12_1,Funding2_1_13_1,Funding2_1_14_1,Finances_1_1_1,Finances_1_2_1,Finances_1_3_1,Finances_1_4_1,Finances_1_5_1,Finances_1_6_1,Finances_1_7_1,Finances_1_8_1,Finances_2_1_1,Finances_2_2_1,Finances_2_3_1,Finances_2_4_1,Finances_2_5_1,Finances_2_6_1,Finances_2_7_1,Finances_2_8_1,Finances_3_1_1,Finances_3_2_1,Finances_3_3_1,Finances_3_4_1,Finances_3_5_1,Finances_3_6_1,Finances_3_7_1,Finances_3_8_1,Finances_4_1_1,Finances_4_2_1,Finances_4_3_1,Finances_4_4_1,Finances_4_5_1,Finances_4_6_1,Finances_4_7_1,Finances_4_8_1,CEOrace,CEOgender,BCrace,BCgender,CEOBCdem_1_1,CEOBCdem_1_2,CEOBCdem_2_1,CEOBCdem_2_2,CEOBCdem_3_1,CEOBCdem_3_2,BoardStaffDEM_1_1,BoardStaffDEM_1_2,BoardStaffDEM_1_3,BoardStaffDEM_1_4,BoardStaffDEM_1_5,BoardStaffDEM_1_6,BoardStaffDEM_1_7,BoardStaffDEM_2_1,BoardStaffDEM_2_2,BoardStaffDEM_2_3,BoardStaffDEM_2_4,BoardStaffDEM_2_5,BoardStaffDEM_2_6,BoardStaffDEM_2_7,DemChange,Reserves_1_1_1,Reserves_2_1_1,Reserves_3_1_1,PPP2020,PPP2020b_1_1_1,PPP2020b_2_1_1,PPP2020b_3_1_1,PPP2021,PPP2021b_1,FinanceChanges_1,FinanceChanges_2,FinanceChanges_3,FinanceChanges_4,FinanceChanges_5,FinanceChanges_6,FinanceChanges_7,ProgChanges_1,ProgChanges_2,ProgChanges_3,ProgChanges_4,ProgChanges_5,ProgChanges_6,ProgChanges_7,ProgChanges_8,ProgChanges_9,ProgChanges_10,ProgChanges_11,ProgChanges_12,FRchanges_1,FRchanges_2,FRchanges_3,FRchanges_4,Drawing,PeopleServed_3_1,PeopleServed_3_2,Staff_4_1,Staff_4_2,Staff_4_3,Staff_4_4,Staff_4_5,Staff_4_6,Staff_4_7,Reserves_3_1,StaffChanges_1,StaffChanges_2,StaffChanges_3,StaffChanges_4,StaffChanges_5,StaffChanges_6,StaffChanges_7,StaffChanges_8,StaffChanges_9,StaffChanges_10,OpsChanges_1,OpsChanges_2,OpsChanges_3,OpsChanges_4,OpsChanges_5,OpsChanges_6,Assistance_1,Assistance_2,Assistance_3,Assistance_4,Assistance_5,Assistance_6,Assistance_7,Assistance_8,StaffChanges21_1,StaffChanges21_2,StaffChanges21_3,StaffChanges21_4,StaffChanges21_5,StaffChanges21_6,StaffChanges21_7,StaffChanges21_8,StaffChanges21_98,ExtAffairs_1_1,ExtAffairs_1_2,ExtAffairs_1_3,ExtAffairs_1_4,ExtAffairs_1_5,ExtAffairs_1_6,ExtAffairs_1_7,ExtAffairs_1_8,ExtAffairs_1_9,ExtAffairs_1_10,ExtAffairs_1_11,ExtAffairs_1_12,ExtAffairs_2_1,ExtAffairs_2_2,ExtAffairs_2_3,ExtAffairs_2_4,ExtAffairs_2_5,ExtAffairs_2_6,ExtAffairs_2_7,ExtAffairs_2_8,ExtAffairs_2_9,ExtAffairs_2_10,ExtAffairs_2_11,ExtAffairs_2_12,FullyComplete,lastsection,SizeStrata,SizeStrata1,SizeStrata2,SizeStrata3,SizeStrata4,SizeStrata5,CensusRegion9,CensusRegion4,ntmaj5,subsector,sector1,sector2,sector3,sector4,sector5,MAV_zip_rural,MAV_ziptostate_medHHinc,MAV_ziptostate_LOWinc,mav_ziptostate_medlowinc,MAV_ziptostate_MEDHIGHinc,MAV_ziptostate_HIGHinc,MAV_ziptostate_categories,mainORprog_zip_rural,MAV_Urban_Rural_Oth_NCHS_FORHP,MAV_UrbRurOthNCHSFORHP_UrbanCore,MAV_UrbRurOthNCHSFORHP_NonUrbanC,MAV_UrbRurOthNCHSFORHP_Rural,MAV_Urban_Rural_Oth_cat,mainORprog_ziptostate_LOWinc
R_tL4MGzHJpeoEiZz,0,1.0933215587,1.084045408,1,1,21,1,1,1,1,1,-99,-99,-99,-99,-99,1,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,2,2,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,1,-99,30000,0,0,30000,-99,-99,98,1,-99,,0,0,0,3,100,0,0,-99,0,0,3,0,0,0,-99,0,0,3,100,0,0,-99,-99,-99,-99,-99,-99,-99,-99,1,2,20,40,500,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,1,-99,-99,1,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,10122.704862,1954.5133714,0,4432.8485049,2541.4766997,0,0,-99,10195.223517,0,0,1467.6391008,0,0,0,-99,0,1491.9495202,0,3974.4403114,2492.7172218,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,1,5,1,-99,-99,-99,-99,6,6,1,5,-99,2,2,4,-99,1,6,-99,-99,-99,1,-99,1,44424.927271,72992.383464,-99,0,,,,0,,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,1,0.8442973495,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_30eqUrBzPO2A8wW,0,0.9231028525,0.9219193581,1,1,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,98,1,-99,,0,0,0,40,0,0,0,0,0,0,30,0,0,0,0,0,0,35,0,0,0,0,-99,-99,-99,-99,-99,-99,1,1,1,50,50,-99,3,3,3,2,99,99,-99,-99,-99,-99,-99,-99,5,4,4,3,99,99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,5,5,5,-99,-99,-99,0,-99,6,1,7,1,1,98,1,1,1,1,1,1,1,1,1,1,-99,-99,-99,0,,,,0,,0,99,99,99,1,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,1.5575504303,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_1Ioz26h3LsAw09G,1,0.6874941372,0.7399414785,1,1,25,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,-99,1,-99,-99,-99,-99,-99,-99,1,-99,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,700,0,0,700,,,0,1,-99,,0,-99,6,15,-99,-99,-99,-99,-99,2,0,-99,-99,-99,-99,-99,6,10,-99,-99,-99,-99,,,,,,,,2,2,66,34,850,3,3,4,5,99,99,99,99,3,3,1,1,1,2,1,1,99,99,99,99,99,99,1,1,1,1,1,-99,-99,-99,-99,1,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,4602.7630368,19610.377086,-99,48163.026603,44936.800868,1017.9586834,-99,-99,3322.8282902,0,-99,22012.966317,6441.4250945,200.92805617,-99,-99,3225.197934,10545.738434,-99,38905.578496,30408.710911,204.05625587,-99,-99,-99,-99,1,-99,-99,-99,1,1,5,2,5,1,0,0,0,0,5,7,1,7,2,1,3,2,98,1,12,1,1,1,1,98,0,30964.570371,2074.6398307,,0,,,,0,,1,0,99,99,0,1,-99,1,0,1,0,1,0,1,0,1,1,1,-99,1,0,1,-99,1,-99,-99,1,-99,-99,1,1,1,-99,-99,0,1,0,1,99,1,0,1,1,-99,0,1,1,0,1,-99,1,0,0,0,0,0,0,-99,1,-99,-99,-99,-99,-99,1,-99,-99,2,2,2,3,3,3,2,2,1,1,2,1,2,2,2,3,3,3,2,2,1,1,2,1,1,,"<$100,000",1,0,0,0,0,3: East North Central,2: Midwest,AR,AR,1,0,0,0,0,0,1.4062558413,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_9oTLoUaxNKbpSI9,0,1.1312169225,1.1525362943,1,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,2,-99,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,76,-99,750,-99,-99,-99,0,1,1,2,0,2,-99,12,12,-99,1,-99,2,-99,7,7,-99,0,-99,2,-99,7,7,-99,1,-99,-99,1,-99,-99,1,-99,1,3,2,0,100,500,3,99,99,99,99,99,99,99,99,99,99,99,4,99,5,99,99,99,99,99,99,99,99,99,1,1,-99,1,1,-99,-99,1,1,1,1,1,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,145273.89641,-99,14899.156856,-99,-99,-99,-99,-99,146998.84385,-99,-99,-99,-99,-99,-99,35557.06095,169241.37131,-99,-99,-99,-99,-99,-99,35741.020705,-99,-99,-99,-99,-99,-99,-99,-99,5,1,5,1,0,98,0,98,4,4,98,7,98,98,98,3,6,1,6,1,1,1,3,1,1,30120.166105,44661.148136,-99,1,34154.978139,35187.829239,2,1,35576.446171,0,0,1,0,0,1,-99,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,OT,OT,0,0,0,0,1,1,0.8539242148,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_3lWvTip2pPSCFwG,0,0,1.1601345538,0,1,14,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,1,-99,-99,-99,-99,1,1,1,-99,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,-99,15500,0,4500,0,-99,1,1,-99,1,2,0,18,1,25,500,2,0,-99,18,1,25,10,2,0,-99,18,1,25,10,2,0,-99,-99,-99,-99,-99,-99,-99,-99,1,1,95,5,5000,5,3,4,5,3,4,3,4,4,3,4,5,3,3,3,3,3,3,4,2,2,3,3,3,7,-99,1,1,-99,-99,-99,1,1,1,-99,-99,1,1,-99,-99,-99,1,1,1,-99,1,-99,-99,1,1,-99,1,-99,-99,-99,1,1,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,"$1 million-$9,999,999",0,0,0,1,0,3: East North Central,2: Midwest,OT,OT,0,0,0,0,1,1,1.3134490252,0,0,1,0,3,1,3-Rural,0,0,1,3-Rural,0
R_3ssv8W5NubyM7lZ,0,0,0.803535818,0,1,19,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,1,1,1,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,25000,-99,5000,-99,-99,-99,98,1,1,1,1,15,80,-99,30,-99,2,-99,12,50,-99,30,-99,2,-99,12,50,-99,30,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,2,2,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"$1 million-$9,999,999",0,0,0,1,0,3: East North Central,2: Midwest,AR,AR,1,0,0,0,0,1,1.0454154015,0,0,1,0,3,1,3-Rural,0,0,1,3-Rural,0
R_32Qvm9zvIi86KAy,0,0,0.9219193581,0,1,3,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,1,1,-99,-99,0,2,1,2,0,0,1,1,1,2,2,2,2,2,2,0,0,0,0,0,-99,421,125,300,0,-99,-99,0,1,1,1,0,4,1,245,10,-99,-99,-99,4,1,185,5,-99,-99,-99,4,1,220,10,-99,-99,-99,-99,-99,-99,-99,1,1,-99,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,0.8484182954,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_ZdAbsgjGvEu0uKR,0,0,0.8227475286,0,1,8,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,2,1,1,2,-99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-99,1800,-99,1200,-99,-99,1,0,1,1,1,1,6,1,15,25,-99,-99,-99,6,2,15,25,-99,-99,-99,6,1,15,25,-99,-99,-99,-99,-99,-99,-99,1,1,1,3,2,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,0.5006164312,1,0,0,0,1,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",1
R_3Ra5cHzHDY59MdS,0,0.9231028525,0.9219193581,1,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,2,1,1,0,2,1,1,0,2,1,2,2,2,2,1,1,2,2,1,-99,150,60,100,90,-99,-99,0,1,-99,,0,5,0,150,20,0,0,-99,5,0,110,20,0,0,-99,5,0,125,20,0,0,-99,-99,-99,-99,-99,-99,-99,1,1,1,75,25,500,4,4,4,3,98,98,3,99,99,3,4,3,4,4,5,4,98,98,2,99,99,3,5,2,1,1,-99,-99,-99,-99,-99,1,1,1,1,1,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,-99,-99,0,0,0,82138.370755,0,30367.115806,60267.519135,-99,0,0,0,80369.638417,0,30003.130203,60784.787397,-99,0,0,0,90840.16192,0,38894.635133,71272.954734,-99,-99,-99,-99,-99,-99,-99,-99,1,5,1,5,2,0,0,0,0,5,4,1,6,98,1,98,3,1,1,9,3,1,9,9,1,0,121125.26492,122542.636,-99,1,41934.013582,40630.794567,3,1,40220.285542,1,0,0,0,0,1,-99,0,1,0,0,1,0,0,0,0,1,1,-99,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,0.811920464,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_1BWw39JHdJxrqTk,0,0.6791529353,0.6788861504,1,1,10,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,1,1,1,-99,-99,-99,-99,-99,-99,1,-99,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,10000,-99,3000,-99,-99,1,98,1,-99,,0,2,3,35,50,-99,26,-99,2,3,25,10,-99,3,-99,2,3,25,25,-99,5,-99,-99,-99,-99,-99,1,-99,1,1,2,85,15,1000,3,3,3,3,3,3,3,3,4,4,3,3,5,4,4,4,98,5,1,3,2,5,4,3,1,-99,1,1,-99,-99,-99,1,1,1,-99,-99,1,-99,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,1,1,-99,-99,2357.280428,64923.192763,-99,36177.257769,15119.76135,30362.15594,6166.0427868,-99,39096.642381,992.94441923,-99,73980.395084,2991.9355223,49432.871517,496.52480735,29334.634473,2848.471171,29329.144137,-99,48535.754781,4898.4647483,35389.58316,3050.6390681,28913.036522,-99,-99,1,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,0,3,6,3,9,98,2,2,2,1,1,12,1,1,8,4,1,1,-99,-99,1.021484375,1,28776.701303,28449.70518,5,1,29564.478014,99,1,0,0,0,1,-99,1,0,1,1,0,1,0,0,1,1,1,-99,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,3: East North Central,2: Midwest,AR,AR,1,0,0,0,0,0,1.5313719511,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_3HuaBXrekVsLhfN,0,1.1067494855,1.181538556,1,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,-99,727,0,255,0,-99,-99,1,1,-99,,0,1,14,30,30,0,0,-99,1,8,25,25,0,0,-99,1,12,30,30,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,2,75,25,500,3,3,3,3,3,3,3,99,3,3,3,3,2,2,1,4,3,3,3,99,3,3,3,3,1,-99,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-99,-99,-99,1,1,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,768.82555291,-99,12195.275745,3045.9828762,-99,-99,-99,-99,350.76255917,-99,11767.85093,2520.1250803,1017.1774278,-99,-99,-99,393.13778749,-99,11808.417216,2982.489223,1028.1254261,-99,-99,1,-99,1,-99,-99,-99,1,-99,5,2,5,1,0,0,0,0,3,3,-99,8,1,1,3,2,1,1,10,1,1,11,10,3,0,35219.603735,52395.451179,-99,0,,,,0,,0,0,0,0,0,1,99,0,1,1,0,1,0,0,0,0,0,0,-99,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"<$100,000",1,0,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,1,0.9856441021,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_3pclTI2uYGeiIJK,0,0.8719293579,0.8281716088,1,1,12,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,1,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,1,1,-99,-99,-99,-99,-99,1,-99,-99,2,1,1,0,2,2,1,1,0,1,1,2,2,2,0,2,2,0,0,2,-99,3000,-99,2500,-99,-99,-99,0,1,1,1,1,25,25,20,2,0,2,-99,22,20,20,2,0,1,-99,20,15,20,2,0,0,-99,-99,-99,-99,-99,-99,-99,-99,4,4,75,25,5000,3,3,3,4,99,3,99,99,3,3,3,4,1,1,1,1,99,3,99,99,3,2,3,2,1,1,1,1,1,-99,-99,1,1,1,1,1,1,1,1,-99,-99,1,1,1,1,-99,1,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,75.047542168,-99,-99,2.0244056156,1.0226266539,17.273734094,5.1022506775,-99,69.829663208,-99,-99,1.0040614241,1.0208727597,15.020891165,1.0162980966,12.300762021,71.469344498,-99,-99,1.0152535335,1.0085104022,19.861574767,2.0202598205,5.9052993056,-99,1,1,-99,-99,-99,-99,-99,5,2,2,1,0,0,0,0,3,5,3,2,1,1,1,2,3,7,7,2,2,2,4,2,0,807122.80253,405680.10002,-99,1,409054.05946,392677.2801,10,0,,1,1,0,0,1,0,-99,0,1,1,0,1,0,0,0,0,1,1,-99,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$1 million-$9,999,999",0,0,0,1,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,0.5478896499,1,0,0,0,1,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",1
R_1mF5Mg8WvxCpLKD,1,0,1.1738405375,0,1,10,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,1,1,2,2,-99,-99,1,1,1,1,1,1,-99,0,1,1,1,1,1,-99,600,0,460,0,,,98,1,-99,,0,2,6,45,15,0,2,-99,0,8,30,15,0,2,-99,0,8,30,15,0,2,-99,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"$500,000-$999,999",0,0,1,0,0,3: East North Central,2: Midwest,HE,HE,0,0,1,0,0,0,0.959482491,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
